Fund,Account #,Ticker,Description,Broker,Transaction Type,Trade Date,Settle Date,Quantity,Commission,Price,Gross $,Commission $,Fees,Net $,Instrument Type,Call/Put,Contract Size,Exp Date,Strike Price,Currency,Transaction Id,TrdSign,SEC Fee,ORF Fee,OCC Fee,Portfolio,,Custodian
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,QSR,"Restaurant Brands International, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,75.1400,150.28,(0.02),(0.01),150.25,Common Stock,,,,,USD,a877b4e487880062f08e7c302bd57d2e_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,AMAT,"Applied Materials, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,602.2250,602.23,(0.01),(0.02),602.20,Common Stock,,,,,USD,d01957add7f4a2e9e8b2cebb0b2d67f8_75daddc2f2e8e016bec80ce345b00185,(1),(0.02),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,VNO,Vornado Realty Trust,GSPT,Buy to Cover,07/10/2026,07/13/2026,239,0.0100,38.3020,(9154.18),(2.39),0.00,(9156.57),Common Stock,,,,,USD,abe181d2b5cbb63f1c8703ab1b5629b1_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,VNO,Vornado Realty Trust,GSPT,Buy to Cover,07/10/2026,07/13/2026,878,0.0100,38.3020,(33629.16),(8.78),0.00,(33637.94),Common Stock,,,,,USD,abe181d2b5cbb63f1c8703ab1b5629b1_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,VNO,Vornado Realty Trust,GSPT,Buy to Cover,07/10/2026,07/13/2026,353,0.0100,38.3020,(13520.61),(3.53),0.00,(13524.14),Common Stock,,,,,USD,abe181d2b5cbb63f1c8703ab1b5629b1_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,QXO,"QXO, Inc.",PREX,Buy to Open,07/10/2026,07/13/2026,91,0.0400,14.8207,(1348.68),(3.64),0.00,(1352.32),Common Stock,,,,,USD,68b3107c7ccf691f23469ecb7c5ea3c8_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,SSG,Proshares Ultrashort Semiconductors,PREX,Buy to Cover,07/10/2026,07/13/2026,418,0.0400,11.9674,(5002.37),(16.72),0.00,(5019.09),Common Stock,,,,,USD,be585887ed237d06d113d4dc7a0ab311_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfSRC-L/S-US-1,065448128SRC-L/S-US-1.USD,CNC,Centene Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(120),0.0100,67.3031,8076.37,(1.20),(0.17),8075.00,Common Stock,,,,,USD,080088efe5fe5641c2a1d08c89402685_e93e8bf35476b31a0c53c83403e1dfe8,(1),(0.17),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BAC,Bank of America Corp,GSPT,Sell to Close,07/10/2026,07/13/2026,(3),0.0100,59.7350,179.20,(0.03),(0.01),179.16,Common Stock,,,,,USD,a164c79955f528b5a46621155885d7b6_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfSRC-L/S-US-1,065448128SRC-L/S-US-1.USD,PANW,"Palo Alto Networks, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(22),0.0100,324.9238,7148.32,(0.22),(0.15),7147.95,Common Stock,,,,,USD,018b70f6d551c0e9784a5265f829c06a_e93e8bf35476b31a0c53c83403e1dfe8,(1),(0.15),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,MCO,Moody's Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,2,0.0100,485.4850,(970.97),(0.02),0.00,(970.99),Common Stock,,,,,USD,25510296180639d4268123a8c4527381_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,FAST,Fastenal Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,46.7850,93.57,(0.02),(0.01),93.54,Common Stock,,,,,USD,56065d799bb044bc6bcfa0ec9d91bcc2_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,MSTR,Strategy Inc Class A,GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,94.0450,940.45,(0.10),(0.02),940.33,Common Stock,,,,,USD,7f9735c67547dc290b130e3b73e0985f_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ACMR,"ACM Research, Inc. Class A",GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,104.2800,1042.80,(0.10),(0.03),1042.67,Common Stock,,,,,USD,872496462e4b4daa7dc2360cb94a78fd_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,CDE,"Coeur Mining, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(62),0.0100,16.0803,996.98,(0.62),(0.03),996.33,Common Stock,,,,,USD,8f1b4a25136b3da78917078046210856_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
topTrendli,065465783Trendli.USD,SBUX,Starbucks Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,106.2800,106.28,(0.01),(0.01),106.26,Common Stock,,,,,USD,19059af6e025d00f489ff63a87c2ea78_24d570c6fac752d3882c3c281bb5641b,(1),(0.01),0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,BNY,Bank of New York Mellon Corp,GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,151.7850,(455.36),(0.03),0.00,(455.38),Common Stock,,,,,USD,2b8c963e97f19b178851cda52d8f5908_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PSIX,"Power Solutions International, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,1,0.0100,35.3400,(35.34),(0.01),0.00,(35.35),Common Stock,,,,,USD,b34336ced981ba618edd1dce2ff6c9c8_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,GOOG,Alphabet Inc. Class C,GSPT,Buy to Open,07/10/2026,07/13/2026,32,0.0100,353.7600,(11320.32),(0.32),0.00,(11320.64),Common Stock,,,,,USD,d070b0b36921a2c2428221f874d7515f_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CRK,"Comstock Resources, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(43),0.0100,13.0050,559.22,(0.43),(0.02),558.77,Common Stock,,,,,USD,778e1a1a60bbb24245b0f2e4e41d899d_75daddc2f2e8e016bec80ce345b00185,(1),(0.02),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,MNST,Monster Beverage Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,96.9700,969.70,(0.10),(0.02),969.58,Common Stock,,,,,USD,4861e4765725b115a98b7348a192aaf9_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,ARKK,ARK Innovation ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,6,0.0500,80.4258,(482.55),(0.30),0.00,(482.85),Common Stock,,,,,USD,c89d9bd1c4e45be96f9fce5457a62800_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,TROW,"T. Rowe Price Group, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,8,0.0100,119.2300,(953.84),(0.08),0.00,(953.92),Common Stock,,,,,USD,fa2985412603ed75e39ef30acc3a4a7b_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfTMT,065448128TMT.USD,FLEX,Flex Ltd,GSPT,Buy to Open,07/10/2026,07/13/2026,1159,0.0100,136.9642,(158741.51),(11.59),0.00,(158753.10),Common Stock,,,,,USD,99516cd05354b9794d800a614e4bf0b9_aaeb43ff07d7bcb3d902bc50e28d72fd,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,SKY,"Champion Homes, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,9,0.0100,82.0900,(738.81),(0.09),0.00,(738.90),Common Stock,,,,,USD,17749927c2e85df53edf09f5126a27dc_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,SKY,"Champion Homes, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,64,0.0100,82.0900,(5253.76),(0.64),0.00,(5254.40),Common Stock,,,,,USD,17749927c2e85df53edf09f5126a27dc_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,QXO,"QXO, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(28),0.0100,14.5907,408.54,(0.28),(0.01),408.25,Common Stock,,,,,USD,63991f7f57075bce181e5ed08ca77c96_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,QXO,"QXO, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(2025),0.0100,14.5907,29546.17,(20.25),(0.61),29525.31,Common Stock,,,,,USD,63991f7f57075bce181e5ed08ca77c96_3180773ea06483ef201569b94df6ab6a,(1),(0.61),0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,DFH,"Dream Finders Homes, Inc. Class A",GSPT,Short Sell,07/10/2026,07/13/2026,(372),0.0100,16.4036,6102.14,(3.72),(0.13),6098.29,Common Stock,,,,,USD,910d0e4319f2d8033fa7b70427ee1af8_3180773ea06483ef201569b94df6ab6a,(1),(0.13),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,SO,Southern Company,GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,95.2650,(95.27),(0.01),0.00,(95.28),Common Stock,,,,,USD,9d76de7d151f86be8d5b2e1eb9f9a85e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,SO,Southern Company,GSPT,Buy to Open,07/10/2026,07/13/2026,10,0.0100,95.2650,(952.65),(0.10),0.00,(952.75),Common Stock,,,,,USD,9d76de7d151f86be8d5b2e1eb9f9a85e_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,NSP,"Insperity, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,1,0.0100,44.5900,(44.59),(0.01),0.00,(44.60),Common Stock,,,,,USD,6f8eaedaa24e6dd0642418988870c794_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,MAGS,Roundhill Magnificent Seven ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,418,0.0500,67.5780,(28247.60),(20.90),0.00,(28268.50),Common Stock,,,,,USD,bae60fb5acf6d6d31579da3309d9cad5_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,DIS,Walt Disney Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(10),0.0100,95.7750,957.75,(0.10),(0.02),957.63,Common Stock,,,,,USD,f0af2ffe28735ada77b902f616702592_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,OXY,Occidental Petroleum Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,4,0.0100,52.0250,(208.10),(0.04),0.00,(208.14),Common Stock,,,,,USD,1155f8cd730a0e4c4906b2ebcd1c8242_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfTrendli,32500395Trendli.USD,EXR,Extra Space Storage Inc.,CFR,Buy to Cover,07/10/2026,07/13/2026,367,0.0065,142.9583,(52465.70),(2.39),0.00,(52468.08),Common Stock,,,,,USD,c24e8f1140f878b7fa467257da369c5f_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BXC,BlueLinx Holdings Inc.,GSPT,Buy to Cover,07/10/2026,07/13/2026,182,0.0100,54.8490,(9982.52),(1.82),0.00,(9984.34),Common Stock,,,,,USD,ef1e9fe5607941caca2f1eac36b2cb6e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,ITT,"ITT, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,5,0.0100,194.9000,(974.50),(0.05),0.00,(974.55),Common Stock,,,,,USD,0174af6f01d6a769a0b528cd65bbe8fd_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,EXPD,"Expeditors International of Washington, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,5,0.0100,170.4050,(852.02),(0.05),0.00,(852.07),Common Stock,,,,,USD,36dae5f1075e8d57052767157ef77353_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,QSR,"Restaurant Brands International, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,13,0.0100,75.1650,(977.15),(0.13),0.00,(977.28),Common Stock,,,,,USD,038b4265249ff6523a8d091ca4c42839_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topTrendli,065465783Trendli.USD,EXR,Extra Space Storage Inc.,GSPT,Short Sell,07/10/2026,07/13/2026,(2),0.0100,142.8600,285.72,(0.02),(0.01),285.69,Common Stock,,,,,USD,3ec69c41561c8fb2b005075cda3f22fc_24d570c6fac752d3882c3c281bb5641b,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,RH,RH,GSPT,Buy to Cover,07/10/2026,07/13/2026,4,0.0100,166.8900,(667.56),(0.04),0.00,(667.60),Common Stock,,,,,USD,e487d8e8871738ad292bb7bfbb803963_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,RH,RH,GSPT,Buy to Cover,07/10/2026,07/13/2026,38,0.0100,166.8900,(6341.82),(0.38),0.00,(6342.20),Common Stock,,,,,USD,e487d8e8871738ad292bb7bfbb803963_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,DEA,Easterly Government Properties Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,8,0.0100,24.6400,(197.12),(0.08),0.00,(197.20),Common Stock,,,,,USD,e47ddcf241bc7dd44c93d8d64ea3baa5_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CENTA,Central Garden & Pet Company Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,15,0.0100,37.9537,(569.31),(0.15),0.00,(569.46),Common Stock,,,,,USD,95d815b713fdba7403f7f609084ef7e8_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,RRC,Range Resources Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,15,0.0100,34.9850,(524.77),(0.15),0.00,(524.92),Common Stock,,,,,USD,4444cd6b12cba2c6cf508f6076a098ae_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,RRC,Range Resources Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,28,0.0100,34.9850,(979.58),(0.28),0.00,(979.86),Common Stock,,,,,USD,4444cd6b12cba2c6cf508f6076a098ae_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topTrendli,065465783Trendli.USD,CARR,Carrier Global Corp.,GSPT,Buy to Open,07/10/2026,07/13/2026,606,0.0100,70.2672,(42581.92),(6.06),0.00,(42587.98),Common Stock,,,,,USD,d0e152ea738ef4c2efcb1034f4627bc2_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,USAR,"USA Rare Earth, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,11,0.0100,18.5550,(204.10),(0.11),0.00,(204.22),Common Stock,,,,,USD,1af2e1bc4d82914818beb29c911a5a9e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,PCT,PureCycle Technologies Inc,PREX,Sell to Close,07/10/2026,07/13/2026,(86),0.0300,7.2860,626.60,(2.58),(0.02),624.00,Common Stock,,,,,USD,57ecef2573715070c5da6b5bd0a92188_4fc362f270110ecc7ae7463f13eed099,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,WDAY,"Workday, Inc. Class A",GSPT,Sell to Close,07/10/2026,07/13/2026,(7),0.0100,137.8000,964.60,(0.07),(0.02),964.51,Common Stock,,,,,USD,e61c095c936cbb6a3a3ce8c406c9a40c_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,TOL,"Toll Brothers, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,6,0.0100,151.2200,(907.32),(0.06),0.00,(907.38),Common Stock,,,,,USD,d8e9b26bc7f5abf31b3887569eeaaa02_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,BA,Boeing Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(4),0.0100,222.6950,890.78,(0.04),(0.02),890.72,Common Stock,,,,,USD,abc97948fe53089a956448e8b1eeafcd_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,ADI,"Analog Devices, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,396.3800,396.38,(0.01),(0.01),396.36,Common Stock,,,,,USD,e51c85e7fe65838f8f708e3eef58097f_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,SYK,Stryker Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(3),0.0100,329.8050,989.41,(0.03),(0.03),989.36,Common Stock,,,,,USD,ef2560c2b0d2a5263f9ba487bfea40aa_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BETR,Better Home & Finance Holding Company Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,27,0.0100,25.2568,(681.93),(0.27),0.00,(682.20),Common Stock,,,,,USD,fb8d679683d98a968b24f75897a2e865_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,BETR,Better Home & Finance Holding Company Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,84,0.0100,25.2568,(2121.57),(0.84),0.00,(2122.41),Common Stock,,,,,USD,fb8d679683d98a968b24f75897a2e865_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,FDX,FedEx Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,315.0150,(945.04),(0.03),0.00,(945.07),Common Stock,,,,,USD,424df6d46c6bc4601f4ce4ed356dd33d_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,9823_CROS_FCMAlpha.USD,AAPL,Apple Inc.,CROS,Buy to Cover,07/10/2026,07/10/2026,97,0.0000,315.3200,(30586.04),(0.00),0.00,(30586.04),Common Stock,,,,,USD,d53471eb1cf81ff0e6bd61e744411e05_78f0ff57c903e9d23322e75246575711,1,0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,RNR,RenaissanceRe Holdings Ltd.,GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,312.7100,(312.71),(0.01),0.00,(312.72),Common Stock,,,,,USD,7cf3aa0f3af0a27628a605cc7f09fa0e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,TTWO,"Take-Two Interactive Software, Inc.",PREX,Sell to Close,07/10/2026,07/13/2026,(74),0.0600,244.5076,18093.56,(4.44),(0.38),18088.74,Common Stock,,,,,USD,39b92b50233c32b385919fd1dc7b8b4d_4fc362f270110ecc7ae7463f13eed099,(1),(0.38),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,KMB,Kimberly-Clark Corporation,GSPT,Sell to Close,07/10/2026,07/13/2026,(9),0.0100,112.3150,1010.84,(0.09),(0.03),1010.72,Common Stock,,,,,USD,f237102a6c02564c280bcf38ea63ea75_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,SFST,"Southern First Bancshares, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,7,0.0100,60.5100,(423.57),(0.07),0.00,(423.64),Common Stock,,,,,USD,efeefd17131398fd2d008dba1fd1d831_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,RSG,"Republic Services, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(4),0.0100,216.6550,866.62,(0.04),(0.02),866.56,Common Stock,,,,,USD,411913383c628f381dc54abc2f729793_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,UHS,"Universal Health Services, Inc. Class B",CFR,Short Sell,07/10/2026,07/13/2026,(1803),0.0065,154.0127,277684.90,(11.72),(5.73),277667.45,Common Stock,,,,,USD,b80a7939175d3d1eafb080fd3a207d2f_6361e8980168257a5ca7e5f55d65d1f4,(1),(5.73),0.00,0.00,Default,,cant
wsfCompoundersLO,065448128CompoundersLO.USD,EIX,Edison International,GSPT,Buy to Open,07/10/2026,07/13/2026,13,0.0100,74.6800,(970.84),(0.13),0.00,(970.97),Common Stock,,,,,USD,433ada843f9f88fdcf4c32ef06dc87e5_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,AVO,"Mission Produce, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(172),0.0100,13.4802,2318.59,(1.72),(0.05),2316.82,Common Stock,,,,,USD,120d45d3c9f2d8001582eb528dccb007_c0988a970718c11d2ed9b306d70d45e3,(1),(0.05),0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,AVO,"Mission Produce, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(1128),0.0100,13.4802,15205.67,(11.28),(0.32),15194.07,Common Stock,,,,,USD,120d45d3c9f2d8001582eb528dccb007_3180773ea06483ef201569b94df6ab6a,(1),(0.32),0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,TOST,"Toast, Inc. Class A",PREX,Sell to Close,07/10/2026,07/13/2026,(321),0.0500,29.3301,9414.96,(16.05),(0.20),9398.71,Common Stock,,,,,USD,e772e0898fcb028cfab3ba0f3452e67b_4fc362f270110ecc7ae7463f13eed099,(1),(0.20),0.00,0.00,Default,,gsco
topTrendli,065465783Trendli.USD,XEL,Xcel Energy Inc.,GSPT,Buy to Cover,07/10/2026,07/13/2026,6,0.0100,79.7300,(478.38),(0.06),0.00,(478.44),Common Stock,,,,,USD,214183a0d482e181f680f358ad9a8f20_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
wsfTMT,065448128TMT.USD,TSLA,"Tesla, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(471),0.0100,411.6342,193879.71,(4.71),(4.00),193871.00,Common Stock,,,,,USD,ebb4812747dc269408684180a53af7f4_aaeb43ff07d7bcb3d902bc50e28d72fd,(1),(4.00),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,DELL,"Dell Technologies, Inc. Class C",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,443.7644,443.76,(0.01),(0.01),443.74,Common Stock,,,,,USD,294dfb0788e96d0782b25715ce3d6821_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,DELL,"Dell Technologies, Inc. Class C",GSPT,Sell to Close,07/10/2026,07/13/2026,(58),0.0100,443.7644,25738.34,(0.58),(0.54),25737.22,Common Stock,,,,,USD,294dfb0788e96d0782b25715ce3d6821_3180773ea06483ef201569b94df6ab6a,(1),(0.54),0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,RCAT,Red Cat Holdings Inc,PREX,Buy to Open,07/10/2026,07/13/2026,152,0.0300,8.9032,(1353.29),(4.56),0.00,(1357.85),Common Stock,,,,,USD,9630b233a21fd0bf8f0f6d8b7c634663_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PL,Planet Labs PBC Class A,GSPT,Short Sell,07/10/2026,07/13/2026,(6),0.0100,25.9484,155.69,(0.06),(0.01),155.62,Common Stock,,,,,USD,581fcabb1a428c254b0aa9382c26cb09_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,PL,Planet Labs PBC Class A,GSPT,Short Sell,07/10/2026,07/13/2026,(198),0.0100,25.9484,5137.78,(1.98),(0.11),5135.69,Common Stock,,,,,USD,581fcabb1a428c254b0aa9382c26cb09_3180773ea06483ef201569b94df6ab6a,(1),(0.11),0.00,0.00,Default,,gsco
